# INTERNAL / INTERMEDIATE -- full unmasked matrix, no min-support floor applied.
# The floor (config.MIN_SUPPORT) applies only to outputs/pairs_ranked.csv and the
# heatmaps. Do not publish or quote cells from this file directly.
,Children_Attending_Early_Childhood_Programs_Managed_by_DHS,Children_Receiving_Child_Welfare_Services,Children_Receiving_DHS_Funded_Out_of_School_Programs,Children_Receiving_Early_Intervention_Services,Children_in_Care,Families_Receiving_Child_Welfare_Services,Homeless_Population,Homicides,Individuals_Receiving_DHS_Services,Individuals_Receiving_Family_Strengthening_Programs,Individuals_Receiving_Homelessness_and_Housing_Services,Individuals_Receiving_Income_Supports,Individuals_Receiving_Intellectual_Disability_Services,Individuals_Receiving_Mental_Health_Services,Individuals_Receiving_Substance_Use_Disorder_Services,Involuntary_Commitments,Jail_Population,Mental_Health_Crises,Older_Adults_Receiving_Services,Overdoses,Parents_Receiving_Child_Welfare_Services,Suicides
Children_Attending_Early_Childhood_Programs_Managed_by_DHS,1529.5100286532952,11.095542228117251,28.087830242381045,2.491796551419764,12.307188429038582,0.0,0.8957598996505389,0.0,0.2793727677090113,18.440174491466383,0.3504353270983126,0.496109952978901,0.4809779964318538,0.2767692721447072,0.0,0.3052914228848892,0.0,0.0,0.0,0.0,0.0,0.0
Children_Receiving_Child_Welfare_Services,11.095542228117253,73.0630988228853,14.02713917300803,7.098547515967529,72.21390768770648,0.3983555740824407,3.3161875014779567,0.4247854582725889,2.5044765493585412,13.628983939834932,1.7108208540757177,0.9533256501734402,1.3785490343940623,2.662705264449831,0.21100020734052108,0.7729230015195451,0.09499680575064544,2.5211559290160563,0.0,0.16617839004446996,0.2993543184322794,0.12415139986896398
Children_Receiving_DHS_Funded_Out_of_School_Programs,28.087830242381045,14.02713917300803,445.57512520868113,0.6599157660081177,15.536370034097956,0.4287124360571018,1.8266622995377853,5.181106107077688,1.5843249867384488,6.714963373874967,0.8575427420045184,0.6135713024981739,0.6305308375594545,1.3948663058665263,0.17388976163311,0.4446857537012785,0.0,0.6765115772664586,0.0,0.6756256636977728,0.1888563684128346,0.37856850060210806
Children_Receiving_Early_Intervention_Services,2.491796551419764,7.098547515967529,0.6599157660081177,79.0579087677725,15.47937596794115,0.1267766336878969,1.2732606097298649,0.4596390044637937,0.9251436926259636,2.647619181774029,0.48544012165520395,0.676632371420989,0.596663462398283,1.0700706758282006,0.0,0.37872052104322157,0.0,0.8184048526684525,0.0,0.23975105009180445,0.0,0.1343379928084495
Children_in_Care,12.307188429038582,72.21390768770648,15.536370034097958,15.479375967941154,238.62270898524807,0.3061227825339937,3.7033685435485064,0.0,3.492663308251969,14.78405933096815,1.804185812334048,1.0061917106237255,0.9755016405057313,4.322265018081417,0.20487432085839286,1.4288784969176533,0.0,4.117023964548794,0.0,0.0,0.2697063678838634,0.0
Families_Receiving_Child_Welfare_Services,0.0,0.3983555740824407,0.4287124360571018,0.1267766336878969,0.30612278253399366,171.19916613213599,1.9049980418802832,11.944127869683905,3.225020213906315,5.504058924542885,2.4711422504524045,0.6254784172459389,0.6460345891778716,2.11896259042001,6.6143917604907365,2.1869753757398604,2.868983425502423,2.5284072844911734,0.3268914205041083,5.840760027252554,59.16263921435498,0.7272691849283602
Homeless_Population,0.8957598996505389,3.3161875014779563,1.8266622995377853,1.2732606097298647,3.703368543548506,1.9049980418802834,156.31010248901904,0.0,3.4736847256820313,2.8267734542555347,24.46038583146222,0.8476011965108091,0.540695323075223,3.5553950894576287,5.380327442839322,5.896728417250418,4.922797217943678,11.542567954675665,0.7648086642460504,1.185065219780281,2.7384081249842267,0.0
Homicides,0.0,0.42478545827258896,5.181106107077688,0.45963900446379363,0.0,11.944127869683907,0.0,3103.482558139535,0.7936135715268775,1.039344460194084,0.7110577276587854,0.6546258952953867,0.0,0.6177425789322853,0.7266974457086016,1.8583727893051105,2.6901033442411455,1.2850859453993932,0.5555491183494602,11.764528271946682,6.138563974845082,0.0
Individuals_Receiving_DHS_Services,0.2793727677090113,2.5044765493585412,1.5843249867384488,0.9251436926259636,3.4926633082519687,3.2250202139063147,3.473684725682031,0.7936135715268775,6.500073062029664,3.4111234052915207,2.910631625448099,0.9606340440786003,4.5929761542077525,6.500073062029664,5.2621571807189875,6.490991123619642,3.373990539132126,6.449830951405279,1.0906501253313092,1.0890948799913234,3.896554111640557,0.0883612310896131
Individuals_Receiving_Family_Strengthening_Programs,18.440174491466387,13.628983939834933,6.7149633738749674,2.6476191817740293,14.78405933096815,5.504058924542885,2.8267734542555356,1.039344460194084,3.411123405291521,178.76724715338244,2.7196410234579558,0.9946336000653838,1.236754540054847,2.662277552923905,2.8185282489059675,1.5343296661867154,1.5237312311542277,2.294734849587932,0.5760147590120325,0.4065972262775946,5.10186266247291,0.15188381236481094
